index,category,reviews,price,location,country
7067,cities,5,0,Rbla. Prim - Ferrer Bassa,Argentina
7068,adventure-sports,2,0,Centro de Reconocimientos Médicos Espinas,Argentina
7069,adventure-sports,3,0,Via Augusta-Anglí,Argentina
7070,hill-station,2,0,Pins de Can Caralleu,Argentina
7071,cultural-sites,3,0,Alma de Yoga,Argentina
7072,river-side,5,0,Centro Hering,Argentina
7073,adventure-sports,4.5,0,Arteterapia Creart,Argentina
7074,remote-villages,2,0,Opticlar 3000 SL,Argentina
7075,river-side,4.5,0,Farmacia Lda María Rosa Jarne,Argentina
7076,mountain-view,4,0,Farmacia Codina Vázquez,Argentina
7077,hill-station,5,0,Estètic forma,Argentina
7078,mountain-view,4,0,Silvia Creus Costas,Argentina
7079,lake,3,0,Llull-Alfons el Magnànim,Argentina
7080,hike,2,0,"Praxis, Centro de Terapias",Argentina
7081,hill-station,5,0,Fisioterapeuta Claudia Juan Vigar,Argentina
7082,mountain-view,5,0,Nurapharm SL,Argentina
7083,beach,4.5,0,Carrer número 4 - Mercabarna,Argentina
7084,world-heritage,5,0,Josep Sala Pallas,Argentina
7085,world-heritage,4,0,Impronta,Argentina
7086,national-parks,3,0,Clinica Dental Barcelona,Argentina
7087,beach,4.5,0,Segura-Anoia,Argentina
7088,hike,2,0,Soledad Galilea Richad,Argentina
7089,beach,2,0,Aaim Associació D'Ajuda Als Infants del Mon,Argentina
7090,cultural-sites,3,0,Av. República Argentina - Baixada Gomis,Argentina
7091,river-side,5,0,S C Dentals Dra Lorena Gomez SL,Argentina
7092,home-stay,5,0,Farmacia Borrás Falcó Borrás Fernández,Argentina
7093,home-stay,2,0,FARMACIA CASANOVA,Argentina
7094,lake,5,0,Torrent del Rovelló direcció Vallvidrera,Argentina
7095,world-heritage,5,0,Mireia Ciria Martí,Argentina
7096,tour,3,0,European University,Argentina
7097,adventure-sports,3,0,Laboratorio Histopatologia y Citologia,Argentina
7098,beach,2.5,0,Ottodent,Argentina
7099,mountain-view,4,0,Pg de Sant Gervasi-Folgueroles,Argentina
7100,mountain-climb,4,0,Comunitat de Sant'Egidio,Argentina
7101,hike,5,0,I-beth,Argentina
7102,remote-villages,2.5,0,Amplifon Ibérica S.A.,Argentina
7103,remote-villages,3,0,Verge de Montserrat-La Bisbal,Argentina
7104,beach,4.5,0,Benestar,Argentina
7105,river-side,5,0,Av. Diagonal - Gran Via Carles III,Argentina
7106,lake,5,0,PARKING MESICAN,Argentina
7107,cultural-sites,4.5,0,Balmes - Rda. General Mitre,Argentina
7108,bike-rides,5,0,Espai Ona,Argentina
7109,river-side,4,0,Bastet Veterinaris,Argentina
7110,tour,1,0,Farmacia Huélamo Mora,Argentina
7111,scenic-view,4,0,Roger de Llúria-Mallorca,Argentina
7112,beach,2,0,Casanova-Mercat del Ninot,Argentina
7113,honeymoon-destination,5,0,Centro Psicoterapia Barcelona,Argentina
7114,world-heritage,3,0,Galunan S.L.,Argentina
7115,hill-station,4,0,Farmacia Gazulla Abio,Argentina
7116,mountain-view,5,0,Farmacia Vilas,Argentina
7117,hike,3,0,Farmacia Barraquer Moner,Argentina
7118,hike,5,0,Clases de ballet Givanni Cerullo,Argentina
7119,home-stay,2,0,Via Júlia - Mas Durán,Argentina
7120,bike-rides,5,0,"Rda. Sant Antoni - "" Mercat de Sant Antoni """,Argentina
7121,hike,5,0,Farmacia Ldos. Romagosa Ortuño,Argentina
7122,lake,5,0,Camí del Ciureny direcció Mas Guimbau,Argentina
7123,home-stay,5,0,Mina de la ciutat Jaume Pinent,Argentina
7124,beach,5,0,Laboratori de pròtesi dental Lluís Virgili,Argentina
7125,beach,3,0,Av Diagonal-Muntaner,Argentina
7126,adventure-sports,3.5,0,Av Paral·lel-Av Mistral,Argentina
7127,bike-rides,5,0,Centro de Educación Pía de Sant Antoni,Argentina
7128,remote-villages,2,0,Endocrinologia,Argentina
7129,bike-rides,3.5,0,PELAYO,Argentina
7130,adventure-sports,2.5,0,Farmacia Frigola Botana,Argentina
7131,home-stay,1.5,0,Conca de Tremp-Agudells,Argentina
7132,beach,5,0,Terapiasbcn,Argentina
7133,lake,5,0,Rbla. Guipúscoa - Puigcerdà,Argentina
7134,honeymoon-destination,4.5,0,Oficina de Correos,Argentina
7135,lake,4,0,Centre D'Estudis Roca S.L.,Argentina
7136,lake,2,0,Optica Herfon SL,Argentina
7137,hill-station,1,0,Esteve Terradas,Argentina
7138,home-stay,3,0,Mikael Mystic Nature,Argentina
7139,hill-station,4,0,Pins de Can Caralleu-Lliçà,Argentina
7140,cultural-sites,3.5,0,Escorial-Travessera de Dalt,Argentina
7141,hill-station,2,0,Centro Privado de Enseñanza Betania Patmos,Argentina
7142,lake,3,0,Institut Odontologic Associat,Argentina
7143,mountain-view,5,0,AEFA LES MILLS,Argentina
7144,world-heritage,3,0,Dr.Joaquín Colomer Sanjuan,Argentina
7145,tour,3,0,Gabinet Psicològic Tres Torres,Argentina
7146,river-side,4.5,0,Badal,Argentina
7147,cultural-sites,3.5,0,Joaquín Sogues Riquelme,Argentina
7148,tour,2,0,Cementiri d'Horta,Argentina
7149,bike-rides,5,0,Calàbria-Floridablanca,Argentina
7150,tour,4,0,Camp de fútbol de Vallbona,Argentina
7151,world-heritage,4,0,Pujades-Marina,Argentina
7152,lake,1,0,Milenium Centro Médico Robresa,Argentina
7153,home-stay,1.5,0,Coll i Alentorn-Av Martí i Codolar,Argentina
7154,mountain-climb,4,0,La Rambla - Boqueria,Argentina
7155,hike,3,0,Enric Violan Fors,Argentina
7156,river-side,3.5,0,Agència Catalana de Seguretat Alimentària,Argentina
7157,hill-station,2,0,ESADE Barcelona - Facultad de Derecho,Argentina
7158,cultural-sites,2.5,0,Aurora Angulo Carrasco,Argentina
7159,river-side,5,0,Sor Eulàlia d'Anzizu-Miret i Sans,Argentina
7160,rivers,3,0,Farmacia Rosselló Oliver,Argentina
7161,home-stay,1.5,0,Centro Privado de Educación Infantil Sonnegg,Argentina
7162,beach,3.5,0,Constitució-Badal,Argentina
7163,remote-villages,2,0,"Llorens Gómez, M. Teresa",Argentina
7164,beach,4.5,0,Ortodoncia J Vilarrasa SL,Argentina
7165,adventure-sports,4,0,miotrafarmacia.com,Argentina
7166,lake,4,0,Cantabria 79,Argentina
7167,remote-villages,4.5,0,Camèlies-Praga,Argentina
7168,mountain-climb,2,0,Suara Serveis S.C.C.L.,Argentina
7169,bike-rides,3.5,0,Edificios y Espectáculos,Argentina
7170,scenic-view,4,0,Gemma Baulenas Rubireta,Argentina
7171,beach,3,0,Centre Veterinari Calabria,Argentina
7172,cultural-sites,4.5,0,Farmacia Morera Serda,Argentina
7173,cultural-sites,3.5,0,Joaquín Molina García,Argentina
7174,river-side,4,0,Gabinete de Psicoterapia,Argentina
7175,cultural-sites,3,0,Farmacia Sardar Sardar,Argentina
7176,adventure-sports,4.5,0,Farmacia Ramos Sierra,Argentina
7177,lake,5,0,Major del Rectoret,Argentina
7178,mountain-view,5,0,Terapia Integral U Parkinson Slp,Argentina
7179,home-stay,4.5,0,Pg de Torras i Bages-Tossal,Argentina
7180,adventure-sports,4,0,Monumental,Argentina
7181,world-heritage,5,0,Cottet,Argentina
7182,adventure-sports,5,0,Centro de Día ICAIME,Argentina
7183,bike-rides,3.5,0,Juzgado Contencioso Administrativo Nº 17,Argentina
7184,world-heritage,4,0,Registro de la Propiedad de Barcelona Nº 05,Argentina
7185,home-stay,3,0,Pla de Fornells - Jaume Pinent,Argentina
7186,scenic-view,4,0,Centro Terapia,Argentina
7187,home-stay,2,0,Centro de Salud y Bienestar Bryonia,Argentina
7188,national-parks,3,0,Ortopedia J Almirall SL,Argentina
7189,tour,5,0,Pg. Valldaura -Pl. Karl Marx,Argentina
7190,remote-villages,2,0,Centro Psicología y Logopedia Molinet,Argentina
7191,cultural-sites,3.5,0,Camèlies-Ca L'alegre de Dalt,Argentina
7192,river-side,2.5,0,Pl Coll de Finestrelles,Argentina
7193,home-stay,2.5,0,Farmacia Condom Cuadros,Argentina
7194,remote-villages,2,0,Pg Maragall-Av Borbó,Argentina
7195,cities,3,0,Platja de Vila Olímpica,Argentina
7196,mountain-climb,5,0,Farmacia Benavides Helbig,Argentina
7197,cultural-sites,5,0,Spai Tragant Dansa,Argentina
7198,lake,3,0,CAP Vallvidrera,Argentina
7199,mountain-view,4,0,"Getle, S.L",Argentina
7200,river-side,3,0,INSTITUT NEFROLOGIC,Argentina
7201,adventure-sports,2.5,0,Av Ferrer i Guàrdia-Dàlia,Argentina
7202,mountain-view,4,0,Pg de Sant Gervasi-Balmes,Argentina
7203,cultural-sites,4.5,0,Verdi-Valldoreix,Argentina
7204,hike,4,0,Farmacia Ferrer Cañellas,Argentina
7205,world-heritage,3,0,OPTICALIA FLORIT,Argentina
7206,adventure-sports,4,0,BSM - APARCAMENT VILARDELL,Argentina
7207,beach,4.5,0,Mar Estudi de Dansa,Argentina
7208,lake,5,0,Rbla. Guipúscoa - Selva de Mar,Argentina
7209,mountain-view,3,0,Rotonda de Bellesguard,Argentina
7210,adventure-sports,2,0,AmbTu. Serveis de psicologia i formació.,Argentina
7211,cultural-sites,2.5,0,José Ferrer Raldua,Argentina
7212,remote-villages,3,0,Serveis Funeraris,Argentina
7213,home-stay,4.5,0,Psicoterapia Gestalt,Argentina
7214,national-parks,4.5,0,Luis Berbel Salcedo,Argentina
7215,mountain-view,4,0,Montserrat Mateu Callol,Argentina
7216,river-side,5,0,Análisis Clínicos Sabater S.A.,Argentina
7217,home-stay,3.5,0,Farmacia Lozano Salvatella,Argentina
7218,hill-station,5,0,Oficina de Correos,Argentina
7219,remote-villages,4.5,0,Doctor Bové-Baixada Passarell,Argentina
7220,trek,4,0,Esade Business School MBA,Argentina
7221,cultural-sites,2,0,L'Òptica Universitària,Argentina
7222,remote-villages,2.5,0,Maurici-Vilomara,Argentina
7223,cultural-sites,2.5,0,Milenium Dental Centro Balmes,Argentina
7224,adventure-sports,5,0,Centro Aragonés de Sarriá Restaurante,Argentina
7225,lake,5,0,Camí del Ciureny direcció Vallvidrera,Argentina
7226,river-side,3,0,Parc de Diagonal Mar-Pg del Taulat,Argentina
7227,bike-rides,3.5,0,Centre de Terapies Naturals Josep Carrion,Argentina
7228,home-stay,4.5,0,Royal Dent,Argentina
7229,hill-station,2,0,Camí Vell,Argentina
7230,hill-station,3,0,Juzgado Social Nº 13,Argentina
7231,remote-villages,2.5,0,Centro Veterinario Desfar,Argentina
7232,remote-villages,2.5,0,El Racó de la Sargantana,Argentina
7233,hike,2,0,Karate Club Hirota,Argentina
7234,beach,3.5,0,Hermanos Maristas,Argentina
7235,national-parks,3,0,Padilla-Mas Casanovas,Argentina
7236,scenic-view,4,0,Oficina de Correos,Argentina
7237,world-heritage,3,0,María Teresa Castelltort Boada,Argentina
7238,world-heritage,4,0,Consulado de República Federal de Alemania,Argentina
7239,hill-station,2,0,Juzgado Social Nº 12,Argentina
7240,hike,3,0,Gran Via - Casanova,Argentina
7241,scenic-view,2.5,0,PROLIFE NUTRICION DEPORTIVA,Argentina
7242,world-heritage,5,0,Gran de Gràcia - Metro Fontana,Argentina
7243,lake,5,0,Cantàbria-Rambla de Guipúscoa,Argentina
7244,hill-station,4,0,"X. Conesa, Terapia de Pareja. Barcelona",Argentina
7245,mountain-climb,4,0,Parking Union Ramblas SL,Argentina
7246,cultural-sites,2.5,0,Eugenio Alfonso Tamayo,Argentina
7247,remote-villages,4.5,0,Av. Borbó - Costa i Cuxart,Argentina
7248,lake,3,0,Navas,Argentina
7249,hike,2,0,Antonio Sabín Ramos,Argentina
7250,remote-villages,3,0,Rosa María Fernández García,Argentina
7251,hike,5,0,Exfo,Argentina
7252,cities,4.5,0,Obra Social Santa Luisa de Marillac,Argentina
7253,home-stay,3.5,0,Iglesia Evangélica de Hermanos En Barcelona,Argentina
7254,cultural-sites,4.5,0,Marta Arasanz Roche,Argentina
7255,cultural-sites,2.5,0,Instituto Boston de Oftalmología,Argentina
7256,home-stay,2,0,Av Rio de Janeiro-Tissó,Argentina
7257,hike,2,0,José de la Vega,Argentina
7258,hike,5,0,Luis Miguel Alvarez Carmona,Argentina
7259,mountain-view,4,0,Duarte Cabrera SA,Argentina
7260,home-stay,2,0,Via Favència-Rda de Dalt,Argentina
7261,adventure-sports,3,0,Fundació Privada Rinaldi,Argentina
7262,beach,3,0,Miguel Angel García Ruiz,Argentina
7263,national-parks,4.5,0,Farmacia Piñol Espeso,Argentina
7264,beach,4.5,0,Centro Veterinario Bellvitge,Argentina
7265,cities,5,0,UPF - Communication Campus - Poblenou,Argentina
7266,lake,5,0,CAP Larrard,Argentina
7267,cities,4.5,0,Llar d'Infants Ter Vint,Argentina
7268,lake,5,0,Orellana-Passatge Ossa Major,Argentina
7269,bike-rides,4,0,Boston Medical Group,Argentina
7270,mountain-climb,4,0,Farmàcia del Raval,Argentina
7271,mountain-climb,4,0,CAP 24h Centre Perecamps,Argentina
7272,beach,4.5,0,Klass Dance S.L.,Argentina
7273,cultural-sites,3.5,0,La Lleteria,Argentina
7274,river-side,5,0,ramiro barber shop,Argentina
7275,river-side,5,0,Centre de Podologia les Corts,Argentina
7276,tour,4,0,Avinguda de l'Alzinar - Orpí,Argentina
7277,lake,3,0,Escola Joan Pelegrí,Argentina
7278,beach,2,0,"Laboratorio Dr Nin, Sl",Argentina
7279,adventure-sports,5,0,Catpsi S.L.,Argentina
7280,lake,3.5,0,Pont del Treball-Santander,Argentina
7281,rivers,4,0,Mar Roja - Antàrtic,Argentina
7282,hike,5,0,Fundació Privada She Scp,Argentina
7283,bike-rides,4.5,0,Instituto Profesora Rosana Lara,Argentina
7284,cultural-sites,4.5,0,Clínica Dental Rosal,Argentina
7285,hike,4,0,Fisiologic Fisioterapia S.L.,Argentina
7286,hill-station,4,0,Av de Vallcarca-Capellades,Argentina
7287,cultural-sites,3,0,Farmacia Armengol,Argentina
7288,adventure-sports,3,0,Centro de Piscología Canvis,Argentina
7289,cities,2,0,Hospital casa de maternitat,Argentina
7290,national-parks,4.5,0,Via Augusta-Travessera de Gràcia,Argentina
7291,adventure-sports,3.5,0,Av. Paral.lel - Pl. Espanya,Argentina
7292,lake,4,0,Sagrera 32-60,Argentina
7293,beach,4.5,0,RED Serveis dentals de Catalunya,Argentina
7294,lake,4,0,Agència Tributària de Catalunya,Argentina
7295,home-stay,1.5,0,Deshabituació del Tabac,Argentina
7296,cultural-sites,2.5,0,Parroquia de Santa Teresa del Niño Jesús,Argentina
7297,beach,4.5,0,Carmen Ferrer Román,Argentina
7298,base-camp,3,0,Óptica Les Lunettes,Argentina
7299,scenic-view,4,0,Centro Privado de Enseñanza la Merced,Argentina
7300,tour,4,0,Mercat Ciutat Meridiana,Argentina
7301,adventure-sports,3.5,0,Pl. Espanya - Creu Coberta,Argentina
7302,remote-villages,4.5,0,Farmacia Arias Bueda,Argentina
7303,lake,3,0,Clínica Propdental Encants,Argentina
7304,world-heritage,4,0,Cemersa,Argentina
7305,home-stay,2.5,0,Sant Adrià - Formiga,Argentina
7306,cultural-sites,2.5,0,Anna Coderch - Psicologa,Argentina
7307,remote-villages,3,0,Pg Maragall-Trinxant,Argentina
7308,world-heritage,5,0,Testigos Cristianos de Jehova,Argentina
7309,hill-station,2,0,Juzgado Social Nº 25,Argentina
7310,hike,3,0,Gran Via-Villarroel,Argentina
7311,home-stay,3.5,0,Vía Júlia-Pl Llucmajor,Argentina
7312,remote-villages,5,0,Gran Vista - Conca de Tremp,Argentina
7313,cities,2,0,Catalunya,Argentina
7314,bike-rides,4.5,0,Gran Via - Bruc,Argentina
7315,scenic-view,4,0,Farmacia Bosch de Basea Cuscó,Argentina
7316,hill-station,2,0,Esports-Major de Can Caralleu,Argentina
7317,cultural-sites,4.5,0,Metro Paral.lel,Argentina
7318,river-side,2,0,Farmacia Sarria,Argentina
7319,cities,4.5,0,Bilbao-Concili de Trento,Argentina
7320,national-parks,4.5,0,Clínica Dental Solidaria Les 1001 Dents,Argentina
7321,cultural-sites,3.5,0,Centro Budista Camino del Diamante Barcelona,Argentina
7322,lake,5,0,Rambla de Guipúscoa-Metro Sant Martí,Argentina
7323,mountain-climb,3.5,0,Club Masala Bollywood,Argentina
7324,cultural-sites,5,0,Clínica Dr. Joaquín Porta,Argentina
7325,hill-station,2,0,Major de Sarrià-General Vives,Argentina
7326,bike-rides,3.5,0,Gabinete Iris,Argentina
7327,mountain-climb,4,0,Farmacia Bravo Andreu,Argentina
7328,beach,4.5,0,Carrer número 6 - Carrer F,Argentina
7329,honeymoon-destination,4.5,0,Ambulancias Lázaro,Argentina
7330,adventure-sports,4.5,0,Av Paral·lel-Tamarit,Argentina
7331,home-stay,5,0,Francisco Javier Batlle Arboix,Argentina
7332,hike,5,0,Clínica Veterinaria Entença S.Cv.,Argentina
7333,beach,5,0,Bim Institucio Montserrat,Argentina
7334,home-stay,1.5,0,Òrbita,Argentina
7335,beach,4.5,0,Centro Médico Asisa Balmes,Argentina
7336,river-side,4.5,0,Travessera de Les Corts-Gran Via Carles III,Argentina
7337,home-stay,4.5,0,Tossal-Pl Josep Andreu i Abelló,Argentina
7338,beach,2.5,0,Josep Tarradellas-Av de Sarrià,Argentina
7339,remote-villages,2.5,0,Farmacia Ruiz Rodríguez,Argentina
7340,beach,2.5,0,Buenos Aires-Comte d' Urgell,Argentina
7341,honeymoon-destination,3.5,0,Aragó - Enamorats,Argentina
7342,cultural-sites,5,0,Sot del Migdia,Argentina
7343,mountain-climb,2.5,0,Farmacia Morera Rafols,Argentina
7344,home-stay,1.5,0,José Manuel Caraben Castejón,Argentina
7345,river-side,4.5,0,Productos Pecuarios SL,Argentina
7346,remote-villages,5,0,Conca de Tremp-Queixans,Argentina
7347,cultural-sites,4.5,0,Centro Privado de Enseñanza Lys,Argentina
7348,hike,3,0,Villarroel-Floridablanca,Argentina
7349,bike-rides,5,0,General óptica,Argentina
7350,hill-station,4,0,X. Conesa Sexologia Barcelona,Argentina
7351,river-side,4.5,0,Institut Municipal de Mercats de Barcelona,Argentina
7352,tour,4,0,Pujalt - CEIP Ciutat Comtal,Argentina
7353,honeymoon-destination,3.5,0,Independència-Consell de Cent,Argentina
7354,scenic-view,4,0,OrtodonciaCosta,Argentina
7355,home-stay,4.5,0,Ctra de Ribes-Via Favència,Argentina
7356,home-stay,3.5,0,óptica Marcet,Argentina
7357,hill-station,1,0,Collserola-Josep Garí,Argentina
7358,lake,3.5,0,Farmacia Optica Tico,Argentina
7359,remote-villages,5,0,Aldea-Font del Remei,Argentina
7360,lake,3,0,Gran Via - Santa Dorotea,Argentina
7361,lake,5,0,ESADE Business School,Argentina
7362,hill-station,4,0,Escola Mireia,Argentina
7363,adventure-sports,4,0,psicologos,Argentina
7364,hill-station,2,0,CEIP Costa i Llobera,Argentina
7365,national-parks,4.5,0,Cámara de Comercio Americana,Argentina
7366,river-side,4,0,Farmacia Falcó Altet,Argentina
7367,hike,2,0,C4 Optics (Zas Visión),Argentina
7368,home-stay,4.5,0,Royal Sulgerins SL,Argentina
7369,national-parks,4.5,0,Menicon España S.L.,Argentina
7370,world-heritage,5,0,Doctor Luis Florit Martí,Argentina
7371,hill-station,3,0,Colònia Tibidabo,Argentina
7372,hill-station,3,0,Institut de Recerca Edifici mediterrània,Argentina
7373,remote-villages,3,0,Farmacia Aguilar Hernández,Argentina
7374,national-parks,4.5,0,Farmacia Torrents Torrents,Argentina
7375,cities,4,0,Torre Baró - Vallbona,Argentina
7376,home-stay,2.5,0,Farmacia Combalia Codina,Argentina
7377,remote-villages,3,0,Sant Antoni Maria Claret - Sant Quintí,Argentina
7378,tour,3,0,Instituto de Altos Estudios Universitarios,Argentina
7379,hill-station,3,0,Reis Católics-Llicorella,Argentina
7380,cities,5,0,Josep Sala Pallàs,Argentina
7381,lake,4,0,óptica Dolcet,Argentina
7382,adventure-sports,5,0,Instituto De Dermatologia Ignacio Umbert,Argentina
7383,lake,4,0,Reflexólogo Podal - Barcelona - Marc Subias,Argentina
7384,river-side,5,0,Farmacia Costa Claver,Argentina
7385,adventure-sports,4,0,Pl Tetuan-Pg de Sant Joan,Argentina
7386,adventure-sports,5,0,Walter Liborio Muñoz Martínez,Argentina
7387,remote-villages,2.5,0,Parroquia de San Antonio de Pádua,Argentina
7388,mountain-view,4,0,Parking Saba Cosmocaixa,Argentina
7389,adventure-sports,2,0,Agrupación Coro y Danza Congreso,Argentina
7390,bike-rides,3.5,0,Cedilas Oftalmologia,Argentina
7391,beach,3.5,0,Juzgado Decano,Argentina
7392,honeymoon-destination,4.5,0,Ampa Ceip Sagrada Familia,Argentina
7393,world-heritage,5,0,Katja Geebelen,Argentina
7394,beach,2.5,0,Marina Roustan Tabbakh,Argentina
7395,national-parks,4.5,0,UDQ unidad de dermatología quirúrgica,Argentina
7396,cultural-sites,2.5,0,Vivers,Argentina
7397,beach,4.5,0,Factores Posicionamiento Web,Argentina
7398,beach,5,0,Farmacia Casals Fernández,Argentina
7399,home-stay,2,0,La Fosca - Xafarines,Argentina
7400,hike,4,0,BAN THAI MASAJE BARCELONA,Argentina
7401,river-side,4,0,Espronceda-Bolivia,Argentina
7402,scenic-view,3.5,0,Escola Marillac,Argentina
7403,hill-station,3,0,UOC - Universitat Oberta de Catalunya,Argentina
7404,rivers,3,0,Dirección General de la Guardia Civil,Argentina
7405,river-side,2.5,0,Laboratorio Dental Llenguadoc,Argentina
7406,national-parks,3,0,Farmacia Roig Avilés,Argentina
7407,bike-rides,4.5,0,Visionlab,Argentina
7408,river-side,2.5,0,Fluvià,Argentina
7409,remote-villages,2,0,Cirurgia Maxil.lofacial,Argentina
7410,cultural-sites,3.5,0,Doctor Josep Ballester Ferreres,Argentina
7411,lake,5,0,Lilà-Menta,Argentina
7412,home-stay,4.5,0,Gran de Sant Andreu - Palomar,Argentina
7413,hill-station,4,0,Ctra de l'Esglèsia-Camí del Faig,Argentina
7414,honeymoon-destination,4.5,0,Farmacia Chacón Perelétegui,Argentina
7415,hike,2,0,Dr. Xavier M.ª Buxo,Argentina
7416,lake,3,0,Comisaría Mossos D'Esquadra A les Corts,Argentina
7417,beach,4.5,0,Clínica Dental,Argentina
7418,bike-rides,3.5,0,Trinity Dent,Argentina
7419,lake,1,0,Comissaria Mossos d'Esquadra,Argentina
7420,hill-station,2,0,Rda. Sant Pere - Pg. Sant Joan,Argentina
7421,hill-station,2,0,Juzgado Social Nº 27,Argentina
7422,adventure-sports,4,0,Exotics,Argentina
7423,adventure-sports,3,0,Benet i Mateu-Pl Artós,Argentina
7424,adventure-sports,4.5,0,Av Paral·lel-Lleida,Argentina
7425,mountain-view,2,0,Javier del Pozo Roselló,Argentina
7426,river-side,4,0,Farmacia Prades Hausmann,Argentina
7427,tour,4,0,Audigmp Pharma S.L.,Argentina
7428,mountain-climb,5,0,Dentalite S.A.,Argentina
7429,mountain-climb,4,0,Compañía Muda,Argentina
7430,home-stay,3.5,0,Avinguda Meridiana - Garbí,Argentina
7431,river-side,2.5,0,FARMACIA ORTUÑO,Argentina
7432,cultural-sites,5,0,Krack Nutricion,Argentina
7433,remote-villages,4.5,0,Felipe Domínguez Cascón,Argentina
7434,cultural-sites,3.5,0,Almodis S.L.,Argentina
7435,cities,3,0,bcnKITCHEN,Argentina
7436,cities,4,0,Baixador de Vallvidrera,Argentina
7437,remote-villages,2,0,Centre Podologic Congres,Argentina
7438,honeymoon-destination,5,0,Laboratorio Dental Cisadent SL,Argentina
7439,bike-rides,3.5,0,Olivia del Castillo Sánchez,Argentina
7440,cultural-sites,2,0,Castell,Argentina
7441,lake,3,0,Institut Català de les Dones,Argentina
7442,hill-station,2,0,IESE Business School,Argentina
7443,cities,5,0,Bernat Metge - Escola General Prim,Argentina
7444,hill-station,4,0,Metro Penitents,Argentina
7445,river-side,5,0,Dental. Dra. M. Justa Ferrer,Argentina
7446,home-stay,4,0,Antonio Machado-Barri de Canyelles,Argentina
7447,cultural-sites,5,0,INSTITUTO TRIUS,Argentina
7448,home-stay,2.5,0,Lesionats Medul·lars,Argentina
7449,adventure-sports,4.5,0,Clínica Dental Unidental,Argentina
7450,adventure-sports,5,0,Centro de Implantología Estética Barcelona,Argentina
7451,mountain-climb,2,0,Clínica Dental Doctora Peña Arias,Argentina
7452,national-parks,3,0,Farmacia Vélez Cortines,Argentina
7453,remote-villages,3,0,Recinte sanitari Sant Pau,Argentina
7454,home-stay,3.5,0,Oficina de Correos,Argentina
7455,tour,2,0,Tanatori de la Vall d'Hebron,Argentina
7456,hill-station,3,0,Parróquia del Sant Crist,Argentina
7457,lake,3.5,0,"IMPLANTES OSEOINTEGRADOS LDC, S.L.",Argentina
7458,cities,5,0,MyDentiss Clinica Dental,Argentina
7459,home-stay,4.5,0,Ctra de Ribes-Av Meridiana,Argentina
7460,beach,2.5,0,Calvet-Av Diagonal,Argentina
7461,bike-rides,3.5,0,Farmacia González-Meneses,Argentina
7462,lake,3.5,0,Clot-Biscaia,Argentina
7463,scenic-view,3.5,0,Garatge Sagrada Família S.L.,Argentina
7464,hill-station,3,0,Farmacia Serra Pinto,Argentina
7465,national-parks,3,0,Temps x tu,Argentina
7466,river-side,2.5,0,Krav Maga Worldwide Barcelona,Argentina
7467,remote-villages,2,0,Ortopedia Tomás González S.L,Argentina
7468,river-side,2,0,TRIAS DE BES - CARDIOLOGIA,Argentina
7469,river-side,3.5,0,Metro Glòries,Argentina
7470,base-camp,5,0,Metro Barceloneta,Argentina
7471,remote-villages,3,0,Concepció Arenal-Juan de Garay,Argentina
7472,home-stay,5,0,Farmacia Ausas Sala,Argentina
7473,home-stay,3.5,0,Bartrina - Pont del Dragó,Argentina
7474,trek,4,0,Sant Andreu,Argentina
7475,tour,2,0,Llerona - Ripollet,Argentina
7476,beach,4.5,0,UPF - Balmes Building,Argentina
7477,beach,4.5,0,Farmacia Casaus Domingo,Argentina
7478,river-side,5,0,Av d'Esplugues,Argentina
7479,beach,4.5,0,Plom-Ferro,Argentina
7480,world-heritage,5,0,Farmacia Ariño Porta,Argentina
7481,cities,4,0,Can Majó,Argentina
7482,river-side,4,0,Espaidental,Argentina
7483,adventure-sports,2,0,Rosex SL,Argentina
7484,adventure-sports,3.5,0,Av Paral·lel-Llançà,Argentina
7485,home-stay,1.5,0,Pg. Mare de Déu del Coll - Ramon Rocafull,Argentina
7486,mountain-climb,5,0,Riera Alta-Nou de Dulce,Argentina
7487,cities,5,0,Farmacia Miravitlles Gultresa,Argentina
7488,tour,2,0,Sant Feliu de Codines - Oris,Argentina
7489,hill-station,3,0,Costa Pacheco 26,Argentina
7490,river-side,2.5,0,Sonia Jaén Martín,Argentina
7491,remote-villages,3,0,Baró St Lluís-Polonia,Argentina
7492,cities,2,0,Valldaura,Argentina
7493,tour,2,0,Escolapi Cancer-Metro Torre Baró/Vallbona,Argentina
7494,lake,3,0,Biblioteca Poble-sec - Francesc Boix,Argentina
7495,river-side,2.5,0,Nildent S.C. P.,Argentina
7496,mountain-climb,5,0,"Escola Massana, Centre Munic - UAB",Argentina
7497,cities,4,0,Roquetes,Argentina
7498,world-heritage,5,0,La Bagnoire,Argentina
7499,beach,2,0,Hospital Veterinari Balmes,Argentina
7500,beach,3,0,Droguería Ferretería Sebastià,Argentina
7501,scenic-view,4,0,Pol Texidor Viñals,Argentina
7502,beach,4.5,0,Obinso Obra de Integración Social,Argentina
7503,home-stay,1.5,0,Esterilitat de la Parella,Argentina
7504,honeymoon-destination,4.5,0,Espai de Bienestar,Argentina
7505,beach,4.5,0,Clínica Propdental Eixample,Argentina
7506,home-stay,2.5,0,Farmacia Mezquita Pipio,Argentina
7507,honeymoon-destination,4.5,0,Asociacion Civil de Dianetica Barcelona,Argentina
7508,beach,4.5,0,Marinafisio SLP,Argentina
7509,beach,2,0,Farmacia León,Argentina
